PMID,Year,Title,Authors,Journal,Article,Total Citations,Cited By PMIDs,Total References,Cited PMIDs,DOI
29953862,2018,Practical Computational Reproducibility in the Life Sciences.,"Björn Grüning, John Chilton, Johannes Köster, Ryan Dale, Nicola Soranzo, Marius van den Beek, Jeremy Goecks, Rolf Backofen, Anton Nekrutenko, James Taylor",Cell Syst,Yes,60,35503992 35874012 35874548 32097405 32562490 33438730 38812743 38150479 35139076 36195618 33205815 30101309 37870287 35305030 29422027 38741934 34928390 35612752 34035898 34316068 35285497 35090877 30821816 36533146 32034435 32055031 31830916 39284801 35189355 33079170 38858528 34647017 33784373 34556866 38206590 35639717 37970066 31816088 34085037 34737383 38489255 38900779 34749633 36695302 31657527 38686136 35710610 35440038 32685199 29333231 35639939 34752719 33856939 37309413 31538697 33867021 34239974 35811804 31808801 35023326,19,24436391 29967506 25751142 27137889 28344774 27225100 24695404 25721505 22908215 21210984 23698428 16642009 26333454 28288103 21210983 28494014 22898652 25690850 28379341,10.1016/j.cels.2018.03.014
29953864,2018,Community-Driven Data Analysis Training for Biology.,"Bérénice Batut, Saskia Hiltemann, Andrea Bagnacani, Dannon Baker, Vivek Bhardwaj, Clemens Blank, Anthony Bretaudeau, Loraine Brillet-Guéguen, Martin Čech, John Chilton, Dave Clements, Olivia Doppelt-Azeroual, Anika Erxleben, Mallory Ann Freeberg, Simon Gladman, Youri Hoogstrate, Hans-Rudolf Hotz, Torsten Houwaart, Pratik Jagtap, Delphine Larivière, Gildas Le Corguillé, Thomas Manke, Fabien Mareuil, Fidel Ramírez, Devon Ryan, Florian Christoph Sigloch, Nicola Soranzo, Joachim Wolff, Pavankumar Videm, Markus Wolfien, Aisanjiang Wubuli, Dilmurat Yusuf, James Taylor, Rolf Backofen, Anton Nekrutenko, Björn Grüning",Cell Syst,Yes,111,37901834 32301980 36677449 38148211 38918875 32530465 34814072 38457467 39095365 36848780 36651263 39001704 38959190 32790776 29790941 35414112 38780289 36105362 36560945 38831329 39070189 39184377 33079170 33983931 35455012 30519459 38071207 36178620 32252069 30485260 34556866 37887327 39289491 36622853 37647867 32951075 35803883 33137082 33659905 36239139 37375930 33791701 36368971 37395629 37764968 36713193 35565200 38783922 33375933 37898735 35503992 36328527 33511995 31073612 37464939 35974042 35052906 39007366 33683127 34360640 34419127 36828587 38278971 33431029 34386295 33431030 37086642 37099385 33967975 34919435 38405894 39119136 34723795 37446137 33958659 37248242 37882314 33583104 31825480 33983944 37919977 35166338 37207236 38904639 33796082 31816088 34484688 38851795 36040194 35446428 33163154 33868017 33735276 33835453 33068114 33404053 36822200 37834264 39223373 33980294 34573289 37494704 35884771 35900972 38942791 37258861 39253435 32379822 36060745 36781718 35398967,13,26151137 23479348 23803301 28968751 28781748 27137889 29049023 19801464 24715981 26978244 29049281 28542180 27603332,10.1016/j.cels.2018.05.012
30232389,2018,Child Weight Gain Trajectories Linked To Oral Microbiota Composition.,"Sarah J C Craig, Daniel Blankenberg, Alice Carla Luisa Parodi, Ian M Paul, Leann L Birch, Jennifer S Savage, Michele E Marini, Jennifer L Stokes, Anton Nekrutenko, Matthew Reimherr, Francesca Chiaromonte, Kateryna D Makova",Sci Rep,Yes,36,38660759 34437713 35131243 35906254 37511687 30275461 38605085 34938391 35432038 30668667 37065198 35269946 37531514 33590719 32350240 36317983 34327846 32034250 36674680 38123635 31909363 34442019 30867901 33407969 38260407 36626083 31009509 37184065 33421657 34463991 37237407 33791834 36620476 38580990 38960905 31836727,77,21828355 20679230 23980866 20069535 22675498 20668239 12816292 27781170 22891823 25600098 26178147 27271455 17183309 28112736 19901833 26374288 20656903 24580807 26482265 21996660 17594176 25329160 24223144 22955450 19587154 27098727 19336378 26752321 25037579 26719299 22972295 23201354 26587819 24901968 24009397 21386800 21702898 27916426 23515945 16033867 27555308 24257411 19335073 26098307 27312411 21722155 27137889 24013298 22699611 16820507 27228122 27531828 27309962 26308884 12645823 27002447 17183312 19587155 25498959 20566857 19019884 27272581 23631345 24336217 23254444 28910633 24618913 21885731 26657899 26122812 15841815 22907693 22295035 20562416 26939746 19207883 25658087,10.1038/s41598-018-31866-9
30698642,2019,Predicting runtimes of bioinformatics tools based on historical data: five years of Galaxy usage.,"Anastasia Tyryshkina, Nate Coraor, Anton Nekrutenko",Bioinformatics,Yes,9,31222199 33104194 35262658 36071071 35465187 37735372 35373221 36760802 37624874,3,27137889 20069535 20738864,10.1093/bioinformatics/btz054
30778035,2019,[A rare case of neurological manifestations of acute intermittent porphyria].,"Yu V Karakulova, N V Selyanina, A V Zhelnin, L A Nekrutenko, D Yu Sosnin, N E Seksyaev, E A Chalova",Zh Nevrol Psikhiatr Im S S Korsakova,Yes,2,34646118 32323945,9,19268005 5343605 4907358 10602858 12869426 17338959 9120442 15298749 15168958,10.17116/jnevro201911901172
31504749,2020,HyPhy 2.5-A Customizable Platform for Evolutionary Hypothesis Testing Using Phylogenies.,"Sergei L Kosakovsky Pond, Art F Y Poon, Ryan Velazquez, Steven Weaver, N Lance Hepler, Ben Murrell, Stephen D Shank, Brittany Rife Magalis, Dave Bouvier, Anton Nekrutenko, Sadie Wisotsky, Stephanie J Spielman, Simon D W Frost, Spencer V Muse",Mol Biol Evol,Yes,270,39165136 34384937 35042229 34418213 35137080 37360531 33892511 35014856 33892512 33923511 34596241 35586600 38077089 38365205 32709055 37395787 33156857 36857092 32248056 36313445 32577659 33605421 35627294 36779590 39244587 32699095 34097121 36827278 35458441 37157998 37973925 37862424 33211078 36322581 38819569 32662221 39228294 35106545 36712007 37699868 39109890 38186942 38372488 35538057 38639990 33319116 38735005 35861317 39101784 32738270 36951086 38832043 38168154 38811727 38942296 35970983 37087497 38360851 36357713 36475767 38605428 38922300 35892217 39012166 37897060 36651963 32837536 38889727 36617663 37999513 33346830 37879119 37214965 35632597 37752062 37897356 33391270 38330139 33031624 35306886 36414623 37494061 39193178 34550008 38353667 36214682 34555124 36731871 36226176 38146799 37940679 35325204 35627302 35165762 37429851 33290587 36529459 38177690 38816211 37935057 35715703 36093062 33444687 35266951 37770825 35754720 32359138 36314961 38480728 34296075 37312534 37464933 36774470 34858866 36227932 38252060 37004728 38197288 38946220 33540087 38535816 34534329 38015855 35075458 38773187 37339633 36951069 37269364 33688681 34676984 35975445 35920867 34151983 35356566 33849620 36865253 32359152 37921078 37919396 39026042 34909799 38622367 38257805 35033670 37631973 33526282 31988160 38393153 37935059 35946162 36106874 39176990 38994445 37755949 37598270 33711070 33064823 36192687 34638831 33751699 37395176 37536399 33972434 34255807 37829199 35212724 34573405 37243539 38466135 35222322 35339698 38317790 37421655 37479700 35621942 38864338 33088633 36851636 36566251 36314788 37150831 36425073 38978817 38146927 37728212 36747050 37038392 35321651 36827464 34206208 36566682 37068537 37034611 39264953 38295106 33711012 37886983 39031116 36365016 37769008 35609034 33798674 36626810 38632466 33407584 35802775 38271450 38399742 38465241 37771603 37846039 38899721 36357830 39269459 36448295 36848146 33881604 38268053 38106136 37402641 32511410 39095653 35371558 37689283 38947939 38205241 34059082 38004644 39119138 39101592 38952820 33999213 35053089 38422184 37333121 39198571 37392922 37502985 38522515 34537136 37478307 35663241 38855473 34788814 35021218 37813879 35458433 36083348 34115138 33564115 35456454 35038921 34505896 36013958 37693550 35746727 38977308 34458026 36726484 37138224 37693522 35075456 33947700 34837008 37832898 33691618 38070010 38772424 33928143 35732627,23,29967506 20069535 23420840 8583911 22807683 30958812 29301006 29430012 19864470 15509596 25540451 25701167 19738904 16818476 27235697 15703242 15483327 18039027 29722887 29423346 25697341 29385525 31034053,10.1093/molbev/msz197
31539047,2019,A High-Resolution View of Adaptive Event Dynamics in a Plasmid.,"Han Mei, Barbara Arbeithuber, Marzia A Cremona, Michael DeGiorgio, Anton Nekrutenko",Genome Biol Evol,Yes,9,33791701 34803935 36672797 32131723 36838218 37505810 36358123 37237742 33469168,67,27006459 27594428 12238464 11388089 25731169 7350544 25302567 22853953 16348228 30835726 26104438 28812563 30773297 28058047 6171811 22207905 27338792 29712844 9720276 2160944 9691064 23836762 22991466 6930655 28206693 22020511 21041559 3895161 26909573 1715680 7608078 29046540 1688738 6207935 6203811 25036317 20738864 30517696 25313049 31099951 11381101 29632354 9571138 25098268 27895020 3072578 16670974 2967815 17483432 26190075 7033453 7007341 3047585 2542231 30598529 344137 25271119 29576615 8195066 28085908 6363880 2985470 27566673 3312174 9767582 1831267 8083158,10.1093/gbe/evz197
31757848,2019,Bottleneck and selection in the germline and maternal age influence transmission of mitochondrial DNA in human pedigrees.,"Arslan A Zaidi, Peter R Wilton, Marcia Shu-Wei Su, Ian M Paul, Barbara Arbeithuber, Kate Anthony, Anton Nekrutenko, Rasmus Nielsen, Kateryna D Makova",Proc Natl Acad Sci U S A,Yes,60,33746203 33658608 34643212 33477827 34209862 35157611 36174964 34429360 37014011 35778412 33555290 34303007 35460575 35969753 35156116 34785263 35494207 37414229 38664838 33229036 35394879 34769461 37155901 35454244 34102325 36001349 36717442 38391710 38336715 34169319 36876467 38503345 33207560 33422359 37041330 34114603 32989265 37886395 35139855 32600249 32980320 32667908 33450921 34719038 37107670 38361161 38499990 35639955 36932444 34038145 36945529 39075271 34298989 32752197 33497260 35855536 31787049 36450320 36999592 37262983,43,19324622 19451168 11133360 24086148 26035426 20595611 10968778 18833304 23637282 8841183 19997484 6646218 29113018 26916109 26740552 29335530 29343499 26281784 17293866 18223651 25313049 24974849 25675502 26781218 24641477 15588487 19029901 18674747 23861382 31123110 16124858 29643477 30674683 29880721 2798094 21538136 30478036 26315846 20711358 24864310 15861210 10827171 22914163,10.1073/pnas.1906331116
32131723,2020,Family reunion via error correction: an efficient analysis of duplex sequencing data.,"Nicholas Stoler, Barbara Arbeithuber, Gundula Povysil, Monika Heinzl, Renato Salazar, Kateryna D Makova, Irene Tiemann-Boege, Anton Nekrutenko",BMC Bioinformatics,Yes,7,36992917 32667908 35210354 35394879 35768433 34904939 33575654,13,28100584 29576615 30192920 27566673 31539047 22853953 19261174 24793455 25849638 15780134 28475621 19103665 25313049,10.1186/s12859-020-3419-8
32354350,2020,In memory of James Taylor: the birth of Galaxy.,"Anton Nekrutenko, Michael C Schatz",Genome Biol,No,2,35446428 38769056,10,16169926 25805170 31607649 30201095 32024661 17053093 30309916 23706625 17984227 20738864,10.1186/s13059-020-02016-0
32479607,2020,"The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2020 update.","Vahid Jalili, Enis Afgan, Qiang Gu, Dave Clements, Daniel Blankenberg, Jeremy Goecks, James Taylor, Anton Nekrutenko",Nucleic Acids Res,Yes,260,34718728 38226160 35725577 34960769 34650987 34850121 35224313 35858750 36517527 35736098 38035008 35801925 36806894 35612753 34238275 34488889 34580409 34136134 38504908 34582749 35266958 35538149 36290099 35658790 34588690 36213416 36971100 34016684 36723817 34562172 34795670 37372338 34919674 35466851 35199087 37188965 36803626 35838035 34556866 33414328 35715447 33489755 34590993 36865108 35371110 38091268 35361117 34061826 38980080 36838327 35916241 35116012 36437912 38533639 38963762 37764968 38330807 35978033 37884554 38349170 38352443 33978761 34023680 35579905 35309132 36393979 38396542 36520686 38927081 38325002 34681040 36010599 34757834 38752662 35218417 38094940 35284873 35400088 38966242 37246710 37428859 39149263 37662325 33414325 38066546 35316832 36692019 34390537 38155952 35495156 33446597 34956274 33574112 33766897 33854127 37037847 37471333 37410704 34737731 34358062 37787106 35357210 36240227 38446031 33784373 37341795 37408019 38297121 36588159 38323604 34493733 39187716 35390008 34505137 34749633 35446428 37811141 38024275 35551670 38227795 34435864 35192913 37172729 33998997 35124170 37547011 37727796 38133241 36364936 34718721 36597178 34599234 34737266 35358250 36434031 36199530 38386712 36052525 38142242 38584604 34042488 35609998 39215018 38543709 35643441 38473429 37369586 35861439 35773283 36975900 38457467 36261518 35195803 33976230 33303670 36999055 34824477 34647803 34474693 38540413 33541880 33541886 33478994 33436508 33478993 36563976 33807113 38478577 33446599 34471925 34960789 36571760 38510163 33421237 39300110 35254206 37803047 38257931 33349678 33509996 33509994 36835346 37242345 37546751 34709836 38140687 33414322 35792218 37398910 34182556 34937870 39105593 36894632 35401660 38388565 36267124 38941023 38059686 34345679 38785362 37205517 38471738 36935757 36082858 37715225 36941263 34871369 37272828 36282849 36658279 37122623 33414324 37978176 36473936 38280189 38575641 38520167 33827270 37536387 37465187 39263460 33574111 34080899 36590338 39056686 37117259 38076852 34869883 35273147 34250336 35323522 37020964 36427778 38292471 38464253 34647017 36033887 36931259 36301851 36754567 38081778 36590897 36304292 33414327 33193550 35788820 35395127 36557617 39315152 35582503 37191527 35633729 38319113 38913808 37037468 33748127 36537809 35554627 36671226 36354356,11,31178118 29967506 31197310 25516281 29608179 25001293 22930834 28088763 29187165 28494014 28542180,10.1093/nar/gkaa434
32585001,2020,"Corrigendum: The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2020 update.","Vahid Jalili, Enis Afgan, Qiang Gu, Dave Clements, Daniel Blankenberg, Jeremy Goecks, James Taylor, Anton Nekrutenko",Nucleic Acids Res,No,27,35177617 34650987 35669346 35483989 36345471 35400088 33064489 36622853 34390610 34676502 36527260 35037207 37668369 37089036 33270834 36655976 35116012 36258257 38533639 37764968 36824328 33748127 33986538 37970093 34723795 33707323 37507643,0,,10.1093/nar/gkaa554
32790776,2020,No more business as usual: Agile and effective responses to emerging pathogen threats require open data and open analytics.,"Dannon Baker, Marius van den Beek, Daniel Blankenberg, Dave Bouvier, John Chilton, Nate Coraor, Frederik Coppens, Ignacio Eguinoa, Simon Gladman, Björn Grüning, Nicholas Keener, Delphine Larivière, Andrew Lonie, Sergei Kosakovsky Pond, Wolfgang Maier, Anton Nekrutenko, James Taylor, Steven Weaver",PLoS Pathog,Yes,18,33983944 33791701 35199087 36557580 34538319 34588690 32330124 34686777 35082445 34893946 33592317 33279989 34642675 38033157 33274614 33367849 34031435 32415272,17,15840526 32015507 29967506 16818476 32007145 29953864 22908215 22853953 10846155 32004427 26855426 32015508 32628931 22506599 28594827 28542180 20738864,10.1371/journal.ppat.1008643
33079170,2020,A single-cell RNA-sequencing training and analysis suite using the Galaxy framework.,"Mehmet Tekman, Bérénice Batut, Alexander Ostrovsky, Christophe Antoniewski, Dave Clements, Fidel Ramirez, Graham J Etherington, Hans-Rudolf Hotz, Jelle Scholtalbers, Jonathan R Manning, Lea Bellenger, Maria A Doyle, Mohammad Heydarian, Ni Huang, Nicola Soranzo, Pablo Moreno, Stefan Mautner, Irene Papatheodorou, Anton Nekrutenko, James Taylor, Daniel Blankenberg, Rolf Backofen, Björn Grüning",Gigascience,Yes,9,37787106 38766089 33782609 36692019 37889009 34329587 36200899 36858743 36622853,36,27739429 31825480 33782609 23104886 29967506 29700227 29409532 29953864 29608555 28088763 31217225 30787437 30096152 30535135 29790989 18957198 27122128 25867923 28263959 25423016 29072289 31829268 28100584 29953862 33662621 28091601 30890159 27824854 26287467 31792435 27121950 29206104 30143029 30917859 31501545 29630061,10.1093/gigascience/giaa102
33575654,2021,Increased yields of duplex sequencing data by a series of quality control tools.,"Gundula Povysil, Monika Heinzl, Renato Salazar, Nicholas Stoler, Anton Nekrutenko, Irene Tiemann-Boege",NAR Genom Bioinform,Yes,5,38270917 35210354 35768433 36077104 37539831,21,7596836 32131723 22135472 28100584 28138851 29576615 24695404 26305705 30232196 30351359 27566673 23160955 22853953 22558329 24086148 25849638 16233530 27477585 20562416 23382536 24243955,10.1093/nargab/lqab002
33583104,2021,Using Galaxy to Perform Large-Scale Interactive Data Analyses-An Update.,"Alexander Ostrovsky, Jennifer Hillman-Jackson, Dave Bouvier, Dave Clements, Enis Afgan, Daniel Blankenberg, Michael C Schatz, Anton Nekrutenko, James Taylor, The Galaxy Team, Delphine Lariviere",Curr Protoc,Yes,4,33802234 35395708 35524132 36331983,16,29144463 29991676 29409532 27840107 29608179 21775304 29953864 18798982 26501966 12045153 28319088 29790989 22700312 29630061 26432245 31164174,10.1002/cpz1.31
33709076,2021,Erratum: Increased yields of duplex sequencing data by a series of quality control tools.,"Gundula Povysil, Monika Heinzl, Renato Salazar, Nicholas Stoler, Anton Nekrutenko, Irene Tiemann-Boege",NAR Genom Bioinform,No,2,35210354 36077104,0,,10.1093/nargab/lqab014
33791701,2021,Freely accessible ready to use global infrastructure for SARS-CoV-2 monitoring.,"Wolfgang Maier, Simon Bray, Marius van den Beek, Dave Bouvier, Nathaniel Coraor, Milad Miladi, Babita Singh, Jordi Rambla De Argila, Dannon Baker, Nathan Roach, Simon Gladman, Frederik Coppens, Darren P Martin, Andrew Lonie, Björn Grüning, Sergei L Kosakovsky Pond, Anton Nekrutenko",bioRxiv,Yes,7,34757834 35215919 34159333 34749633 34096994 34505896 35822801,23,20738864 32869040 31099741 32025702 29967506 29953864 32946527 33419936 31539047 22853953 22807683 23066108 21813454 30621750 29576615 21775304 19838166 15703242 32790776 21478889 33592168 28542180 28538739,10.1101/2021.03.25.437046
33817639,2021,Sequencing error profiles of Illumina sequencing instruments.,"Nicholas Stoler, Anton Nekrutenko",NAR Genom Bioinform,Yes,162,38335225 36862631 38712138 36005298 35020793 35479645 35076693 37873488 35758771 38167290 37091479 36685727 36894920 38354946 36032969 38956324 36575109 36792778 38844522 37485924 37431045 37564874 37891200 34835113 38201044 38723024 36316352 39072641 36726175 35648784 36095132 35264582 37929750 38826378 35373151 36699393 38130422 38978005 35447706 38447114 37584701 37187316 37873318 36374242 36355418 39127634 37335470 37231263 38907004 38037115 38187618 38363015 38991976 38195441 37533432 38002932 34551203 37107143 36352329 36015058 37378434 37937701 37210747 38516691 39058741 37963462 36804804 37919976 37093806 35561688 36513709 35434228 35298548 39008527 37020004 37253025 35579549 34910928 38702598 37584606 36298763 37138601 37403035 37495874 37433640 38332480 38566210 36914815 35242360 36653448 38897164 39160478 38175776 37758710 39185246 37387138 37879860 38358269 39159257 35377433 36112576 37216188 37475177 35774992 35323032 36651964 37081510 38016331 37529098 39063150 34991709 38717471 36272542 35667011 36498981 36610988 36906688 35139149 36510312 38491032 36427315 37076511 38877133 37277343 35118377 38298127 37503142 35216360 38572068 36032964 37242377 38872121 38922688 38270917 38488948 38916949 35484127 37874949 35087072 38580401 37495884 37334496 36838385 34673444 37524869 34884880 37476319 37608803 39014481 38274111 37478351 38916498 36711528 36298683 35699458 38886523 37073402 34591682 38573185 36140175 36514890 39318508,15,23735080 24167589 19505943 21576222 23718773 30026539 19549630 11752295 25878034 30867008 19898456 25699289 22099972 22009675 26968756,10.1093/nargab/lqab019
33907528,2012,A reference model for deploying applications in virtualized environments.,"Enis Afgan, Dannon Baker, Anton Nekrutenko, James Taylor",Concurr Comput,Yes,3,23181507 26501966 22700313,3,17568012 21210983 18428782,10.1002/cpe.1836
33983944,2021,Fostering accessible online education using Galaxy as an e-learning platform.,"Beatriz Serrano-Solano, Melanie C Föll, Cristóbal Gallardo-Alba, Anika Erxleben, Helena Rasche, Saskia Hiltemann, Matthias Fahrner, Mark J Dunning, Marcel H Schulz, Beáta Scholtz, Dave Clements, Anton Nekrutenko, Bérénice Batut, Björn A Grüning",PLoS Comput Biol,Yes,8,35503992 35166338 35900972 36258878 37395629 33983931 38780289 36622853,6,28751965 25452484 29953864 23028269 33983931 32790776,10.1371/journal.pcbi.1008923
34090324,2021,Reproducible and accessible analysis of transposon insertion sequencing in Galaxy for qualitative essentiality analyses.,"Delphine Larivière, Laura Wickham, Kenneth Keiler, Anton Nekrutenko",BMC Microbiol,Yes,2,36312952 34255819,29,25938432 28683752 29463657 23712350 26476650 24695404 27079975 22388286 2852135 21154709 25375795 29790989 18392982 26447887 19304878 26357081 22900082 26775926 18680433 25182329 19570206 24098145 19826075 26794317 16738554 29662210 25888466 28498899 28744485,10.1186/s12866-021-02184-4
34159333,2021,Stepwise evolution and exceptional conservation of ORF1a/b overlap in coronaviruses.,"Han Mei, Anton Nekrutenko",bioRxiv,Yes,0,,27,34029205 33693814 33688063 32587971 24347612 32123347 16110341 33444546 7636469 15173120 15509596 15680415 33290746 22398294 33791701 28362825 34871407 17511511 26958916 34588690 22278237 23329690 17652172 33259809 20164235 21632754 32571880,10.1101/2021.06.14.448413
34505896,2021,Stepwise Evolution and Exceptional Conservation of ORF1a/b Overlap in Coronaviruses.,"Han Mei, Sergei Kosakovsky Pond, Anton Nekrutenko",Mol Biol Evol,Yes,4,36851567 35062282 37615803 37155888,28,34029205 33693814 33688063 33690265 33853970 31504749 24347612 32123347 16110341 33444546 7636469 15173120 15509596 15680415 33290746 22398294 33791701 28362825 34871407 17511511 26958916 15703242 22278237 17652172 33259809 20164235 21632754 32571880,10.1093/molbev/msab265
34588690,2021,Ready-to-use public infrastructure for global SARS-CoV-2 monitoring.,"Wolfgang Maier, Simon Bray, Marius van den Beek, Dave Bouvier, Nathan Coraor, Milad Miladi, Babita Singh, Jordi Rambla De Argila, Dannon Baker, Nathan Roach, Simon Gladman, Frederik Coppens, Darren P Martin, Andrew Lonie, Björn Grüning, Sergei L Kosakovsky Pond, Anton Nekrutenko",Nat Biotechnol,Yes,17,36075374 36380755 34757834 35752633 37376690 38543795 38716230 35561186 35075456 35325204 34159333 35285246 36334368 36828587 35446428 35915661 35822801,9,32479607 33419936 29967506 30621750 33303686 33649511 33592168 32790776 28538739,10.1038/s41587-021-01069-1
35075456,2022,Selection analysis identifies unusual clustered mutational changes in Omicron lineage BA.1 that likely impact Spike function.,"Darren P Martin, Spyros Lytras, Alexander G Lucaci, Wolfgang Maier, Björn Grüning, Stephen D Shank, Steven Weaver, Oscar A MacLean, Richard J Orton, Philippe Lemey, Maciej F Boni, Houriiyah Tegally, Gordon Harkins, Cathrine Scheepers, Jinal N Bhiman, Josie Everatt, Daniel G Amoako, James Emmanuel San, Jennifer Giandhari, Alex Sigal, Carolyn Williamson, Nei-Yuan Hsiao, Anne von Gottberg, Arne De Klerk, Robert W Shafer, David L Robertson, Robert J Wilkinson, B Trevor Sewell, Richard Lessells, Anton Nekrutenko, Allison J Greaney, Tyler N Starr, Jesse D Bloom, Ben Murrell, Eduan Wilkinson, Ravindra K Gupta, Tulio de Oliveira, Sergei L Kosakovsky Pond",bioRxiv,Yes,26,36059290 35444005 37107785 35042229 36106917 37007166 35664398 35952669 36150393 35458513 35771775 36017597 35908169 35293771 35814493 35848484 35091701 35458441 35725921 37085489 36798416 36780250 36033758 37270625 35355267 36111122,51,33259788 25371430 34289344 34166617 34931194 35042229 35137080 34075377 35043121 35114688 22807683 33112236 35233548 37220645 34909788 34016740 33277323 32647346 34909610 34588690 15703242 35849637 34815406 35076256 18039027 29166592 34981053 33592168 34909771 33139926 33688063 33045718 34537136 35050643 34424945 31504749 35411997 31565258 33176080 35016198 25701167 34942632 34400835 33545711 28968734 33851153 35016195 32841599 33711012 17110367 34954396,10.1101/2022.01.14.476382
35075458,2022,RASCL: Rapid Assessment Of SARS-CoV-2 Clades Through Molecular Sequence Analysis.,"Alexander G Lucaci, Jordan D Zehr, Stephen D Shank, Dave Bouvier, Han Mei, Anton Nekrutenko, Darren P Martin, Sergei L Kosakovsky Pond",bioRxiv,Yes,1,35760080,28,25371430 32068869 33690265 33941927 31070718 35042229 34537136 33853970 8336541 33875719 31504749 35014856 22807683 29301006 29790989 31565258 33707257 26814962 33840632 25540451 33761203 15703242 33064823 22006842 18562270 33711012 25697341 18511426,10.1101/2022.01.15.476448
35199087,2022,"Inverting the model of genomics data sharing with the NHGRI Genomic Data Science Analysis, Visualization, and Informatics Lab-space.","Michael C Schatz, Anthony A Philippakis, Enis Afgan, Eric Banks, Vincent J Carey, Robert J Carroll, Alessandro Culotti, Kyle Ellrott, Jeremy Goecks, Robert L Grossman, Ira M Hall, Kasper D Hansen, Jonathan Lawson, Jeffrey T Leek, Anne O'Donnell Luria, Stephen Mosher, Martin Morgan, Anton Nekrutenko, Brian D O'Connor, Kevin Osborn, Benedict Paten, Candace Patterson, Frederick J Tan, Casey Overby Taylor, Jennifer Vessio, Levi Waldron, Ting Wang, Kristin Wuichet",Cell Genom,Yes,69,35581355 35532742 37747240 35858750 38242839 37192819 36711854 38316789 38506894 37497639 36865318 37123247 38798429 36658279 39107873 36711673 38997128 38405825 36878917 38488510 39232149 36967390 37547663 35072136 36631879 38172657 37669985 38109690 37013830 36476810 37287537 35707062 37181330 38281971 37612512 37161864 37710018 37712079 36075919 36350676 36621880 36778585 37234922 37561600 35357935 35446428 37253596 38832520 38585781 37165242 38936565 39103647 35444317 35485600 37066421 34859531 37065493 35772014 36313457 37395629 36789435 37503119 38769056 34506960 38779317 36548217 36413377 37759191 35537081,69,36082306 18398418 29040613 26151137 30020410 33438730 33568819 32461654 20622843 33175170 20393310 33811084 34820660 21493656 27323842 22506599 24074859 27184599 33175160 33166387 21572440 36777714 26583887 36778584 26854477 32321164 35072136 32790776 33568833 25826379 26978244 33303686 33116284 14759262 32913098 32194983 32251405 20738864 32479607 24658644 35357919 10827456 29967506 21245279 24297256 31919242 19261174 24040893 33221922 29789686 19741685 35128509 35357935 34820659 32069098 33107913 21062823 28102262 25431634 29379135 33978761 18440982 31792435 15461798 32719530 29092927 36055201 25807286 0,10.1016/j.xgen.2021.100085
35325204,2022,Selection Analysis Identifies Clusters of Unusual Mutational Changes in Omicron Lineage BA.1 That Likely Impact Spike Function.,"Darren P Martin, Spyros Lytras, Alexander G Lucaci, Wolfgang Maier, Björn Grüning, Stephen D Shank, Steven Weaver, Oscar A MacLean, Richard J Orton, Philippe Lemey, Maciej F Boni, Houriiyah Tegally, Gordon W Harkins, Cathrine Scheepers, Jinal N Bhiman, Josie Everatt, Daniel G Amoako, James Emmanuel San, Jennifer Giandhari, Alex Sigal, Carolyn Williamson, Nei-Yuan Hsiao, Anne von Gottberg, Arne De Klerk, Robert W Shafer, David L Robertson, Robert J Wilkinson, B Trevor Sewell, Richard Lessells, Anton Nekrutenko, Allison J Greaney, Tyler N Starr, Jesse D Bloom, Ben Murrell, Eduan Wilkinson, Ravindra K Gupta, Tulio de Oliveira, Sergei L Kosakovsky Pond",Mol Biol Evol,Yes,77,36030585 38857308 36251675 38156316 35042229 36106917 37007166 38793698 35417303 35664398 37261904 36606391 35952669 35458513 35771775 36232845 37038489 37395787 36744070 37169744 38902252 36877050 37966271 38947939 35458441 37621704 36780250 36033758 36322581 35355267 36252889 36911730 38107332 36059290 38013929 36752391 37502985 35444005 35850493 36474856 37107785 35857510 37515485 36845032 35705825 37741867 36507224 37069849 36289855 36017597 35908169 35923311 37515103 35293771 35814493 37243244 37524952 35839100 37038392 35848484 37047615 37560529 37737624 37796123 36827465 37085489 37593203 37850869 38804179 39217172 37270625 36334368 36399443 37153580 36298856 36680042 36111122,61,35078920 25371430 33259788 34289344 34166617 35042229 35137080 35043121 35114688 22807683 33112236 35233548 37220645 34016740 33277323 32647346 34909610 34588690 15703242 35597249 35849637 35120605 34815406 35762884 35076256 18039027 29166592 34981053 33592168 34909771 33139926 35016196 33688063 35447081 33045718 35616095 34537136 35050643 34424945 31504749 35150638 35411997 31565258 35104837 33176080 35016198 25701167 34031561 34942632 35793242 35996593 35118469 34400835 33545711 28968734 33711012 35016195 32841599 17110367 34954396 36357713,10.1093/molbev/msac061
